Conversation_ID,Domain,Turn,Speaker,Sentence,Sentiment,Intent,Rule_Category,Specific_Rule,Violation,Risk_Level
C370,Auto Sales,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C371,Auto Sales,1,Agent,I want to explain that Refusal to honor warranty.,Helpful,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C371,Auto Sales,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C372,Auto Sales,1,Agent,Our records indicate that Refusal to honor warranty.,Helpful,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C372,Auto Sales,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C373,Auto Sales,1,Agent,"For your information, Hidden fees added after signing.",Serious,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C373,Auto Sales,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C374,Auto Sales,1,Agent,"For your information, Providing clear price disclosure.",Threatening,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C374,Auto Sales,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C375,Auto Sales,1,Agent,"For your information, Refusal to honor warranty.",Helpful,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C375,Auto Sales,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C376,Auto Sales,1,Agent,Please note that Hidden fees added after signing.,Threatening,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C376,Auto Sales,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C377,Auto Sales,1,Agent,"For your information, Honoring vehicle warranty.",Serious,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C377,Auto Sales,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C378,Auto Sales,1,Agent,"For your information, Providing clear price disclosure.",Neutral,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C378,Auto Sales,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C379,Auto Sales,1,Agent,I want to explain that Providing clear price disclosure.,Helpful,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C379,Auto Sales,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C380,Auto Sales,1,Agent,"For your information, Refusal to honor warranty.",Threatening,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C380,Auto Sales,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C381,Auto Sales,1,Agent,I need to inform you that Providing clear price disclosure.,Neutral,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C381,Auto Sales,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C382,Auto Sales,1,Agent,"For your information, Honoring vehicle warranty.",Threatening,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C382,Auto Sales,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C383,Auto Sales,1,Agent,"For your information, Refusal to honor warranty.",Serious,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C383,Auto Sales,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C384,Auto Sales,1,Agent,"For your information, Hidden fees added after signing.",Threatening,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C384,Auto Sales,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C385,Auto Sales,1,Agent,"For your information, Honoring vehicle warranty.",Helpful,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C385,Auto Sales,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C386,Auto Sales,1,Agent,"For your information, Providing clear price disclosure.",Neutral,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C386,Auto Sales,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C387,Auto Sales,1,Agent,I need to inform you that Hidden fees added after signing.,Neutral,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C387,Auto Sales,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C388,Auto Sales,1,Agent,I want to explain that Honoring vehicle warranty.,Threatening,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C388,Auto Sales,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C389,Auto Sales,1,Agent,I need to inform you that Providing clear price disclosure.,Threatening,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C389,Auto Sales,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C390,Auto Sales,1,Agent,I need to inform you that Hidden fees added after signing.,Neutral,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C390,Auto Sales,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C391,Auto Sales,1,Agent,I need to inform you that Hidden fees added after signing.,Neutral,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C391,Auto Sales,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C392,Auto Sales,1,Agent,Our records indicate that Honoring vehicle warranty.,Serious,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C392,Auto Sales,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C393,Auto Sales,1,Agent,I want to explain that Providing clear price disclosure.,Neutral,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C393,Auto Sales,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C394,Auto Sales,1,Agent,"For your information, Providing clear price disclosure.",Serious,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C394,Auto Sales,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C395,Auto Sales,1,Agent,I need to inform you that Refusal to honor warranty.,Threatening,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C395,Auto Sales,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C396,Auto Sales,1,Agent,Please note that Providing clear price disclosure.,Helpful,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C396,Auto Sales,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C397,Auto Sales,1,Agent,I need to inform you that Refusal to honor warranty.,Neutral,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C397,Auto Sales,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C398,Auto Sales,1,Agent,I want to explain that Hidden fees added after signing.,Serious,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C398,Auto Sales,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C399,Auto Sales,1,Agent,Our records indicate that Refusal to honor warranty.,Helpful,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C399,Auto Sales,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C400,Auto Sales,1,Agent,Our records indicate that Providing clear price disclosure.,Serious,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C400,Auto Sales,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C401,Auto Sales,1,Agent,Please note that Refusal to honor warranty.,Serious,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C401,Auto Sales,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C402,Auto Sales,1,Agent,Please note that Hidden fees added after signing.,Helpful,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C402,Auto Sales,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C403,Auto Sales,1,Agent,I want to explain that Hidden fees added after signing.,Threatening,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C403,Auto Sales,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C404,Auto Sales,1,Agent,I want to explain that Hidden fees added after signing.,Helpful,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C404,Auto Sales,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C405,Auto Sales,1,Agent,I want to explain that Refusal to honor warranty.,Serious,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C405,Auto Sales,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C406,Auto Sales,1,Agent,I want to explain that Providing clear price disclosure.,Helpful,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C406,Auto Sales,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C407,Auto Sales,1,Agent,"For your information, Providing clear price disclosure.",Helpful,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C407,Auto Sales,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C408,Auto Sales,1,Agent,Please note that Hidden fees added after signing.,Helpful,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C408,Auto Sales,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C409,Auto Sales,1,Agent,Please note that Refusal to honor warranty.,Neutral,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C409,Auto Sales,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C410,Auto Sales,1,Agent,I need to inform you that Refusal to honor warranty.,Threatening,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C410,Auto Sales,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C411,Auto Sales,1,Agent,"For your information, Honoring vehicle warranty.",Threatening,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C411,Auto Sales,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C412,Auto Sales,1,Agent,I want to explain that Providing clear price disclosure.,Helpful,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C412,Auto Sales,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C413,Auto Sales,1,Agent,Please note that Honoring vehicle warranty.,Neutral,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C413,Auto Sales,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C414,Auto Sales,1,Agent,Our records indicate that Refusal to honor warranty.,Helpful,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C414,Auto Sales,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C415,Auto Sales,1,Agent,I want to explain that Honoring vehicle warranty.,Serious,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C415,Auto Sales,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C416,Auto Sales,1,Agent,I need to inform you that Hidden fees added after signing.,Threatening,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C416,Auto Sales,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C417,Auto Sales,1,Agent,Our records indicate that Honoring vehicle warranty.,Threatening,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C417,Auto Sales,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C418,Auto Sales,1,Agent,Please note that Refusal to honor warranty.,Neutral,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C418,Auto Sales,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C419,Auto Sales,1,Agent,Please note that Honoring vehicle warranty.,Helpful,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C419,Auto Sales,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C420,Auto Sales,1,Agent,I need to inform you that Refusal to honor warranty.,Neutral,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C420,Auto Sales,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C421,Auto Sales,1,Agent,I want to explain that Refusal to honor warranty.,Serious,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C421,Auto Sales,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C422,Auto Sales,1,Agent,Please note that Honoring vehicle warranty.,Threatening,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C422,Auto Sales,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C423,Auto Sales,1,Agent,I need to inform you that Providing clear price disclosure.,Neutral,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C423,Auto Sales,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C424,Auto Sales,1,Agent,"For your information, Refusal to honor warranty.",Neutral,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C424,Auto Sales,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C425,Auto Sales,1,Agent,I want to explain that Refusal to honor warranty.,Threatening,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C425,Auto Sales,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C426,Auto Sales,1,Agent,"For your information, Honoring vehicle warranty.",Neutral,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C426,Auto Sales,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C427,Auto Sales,1,Agent,I need to inform you that Refusal to honor warranty.,Neutral,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C427,Auto Sales,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C428,Auto Sales,1,Agent,I need to inform you that Refusal to honor warranty.,Neutral,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C428,Auto Sales,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C429,Auto Sales,1,Agent,"For your information, Honoring vehicle warranty.",Helpful,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C429,Auto Sales,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C430,Auto Sales,1,Agent,"For your information, Hidden fees added after signing.",Serious,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C430,Auto Sales,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C431,Auto Sales,1,Agent,Please note that Honoring vehicle warranty.,Threatening,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C431,Auto Sales,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C432,Auto Sales,1,Agent,Please note that Hidden fees added after signing.,Threatening,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C432,Auto Sales,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C433,Auto Sales,1,Agent,Our records indicate that Honoring vehicle warranty.,Neutral,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C433,Auto Sales,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C434,Auto Sales,1,Agent,I need to inform you that Honoring vehicle warranty.,Helpful,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C434,Auto Sales,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C435,Auto Sales,1,Agent,Our records indicate that Hidden fees added after signing.,Threatening,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C435,Auto Sales,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C436,Auto Sales,1,Agent,I need to inform you that Hidden fees added after signing.,Serious,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C436,Auto Sales,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C437,Auto Sales,1,Agent,I need to inform you that Hidden fees added after signing.,Helpful,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C437,Auto Sales,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C438,Auto Sales,1,Agent,I want to explain that Hidden fees added after signing.,Helpful,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C438,Auto Sales,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C439,Auto Sales,1,Agent,I want to explain that Honoring vehicle warranty.,Serious,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C439,Auto Sales,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C440,Auto Sales,1,Agent,I want to explain that Refusal to honor warranty.,Helpful,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C440,Auto Sales,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C441,Auto Sales,1,Agent,"For your information, Honoring vehicle warranty.",Threatening,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C441,Auto Sales,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C442,Auto Sales,1,Agent,I want to explain that Refusal to honor warranty.,Threatening,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C442,Auto Sales,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C443,Auto Sales,1,Agent,Our records indicate that Providing clear price disclosure.,Threatening,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C443,Auto Sales,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C444,Auto Sales,1,Agent,I need to inform you that Providing clear price disclosure.,Threatening,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C444,Auto Sales,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C445,Auto Sales,1,Agent,I want to explain that Refusal to honor warranty.,Serious,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C445,Auto Sales,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C446,Auto Sales,1,Agent,I want to explain that Refusal to honor warranty.,Helpful,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C446,Auto Sales,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C447,Auto Sales,1,Agent,I need to inform you that Hidden fees added after signing.,Helpful,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C447,Auto Sales,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C448,Auto Sales,1,Agent,I need to inform you that Hidden fees added after signing.,Helpful,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C448,Auto Sales,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C449,Auto Sales,1,Agent,Please note that Hidden fees added after signing.,Neutral,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C449,Auto Sales,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C450,Auto Sales,1,Agent,Please note that Refusal to honor warranty.,Serious,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C450,Auto Sales,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C451,Auto Sales,1,Agent,"For your information, Refusal to honor warranty.",Helpful,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C451,Auto Sales,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C452,Auto Sales,1,Agent,I want to explain that Honoring vehicle warranty.,Threatening,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C452,Auto Sales,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C453,Auto Sales,1,Agent,I want to explain that Honoring vehicle warranty.,Helpful,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C453,Auto Sales,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C454,Auto Sales,1,Agent,"For your information, Honoring vehicle warranty.",Helpful,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C454,Auto Sales,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C455,Auto Sales,1,Agent,Please note that Providing clear price disclosure.,Serious,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C455,Auto Sales,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C456,Auto Sales,1,Agent,Please note that Hidden fees added after signing.,Helpful,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C456,Auto Sales,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C457,Auto Sales,1,Agent,I want to explain that Hidden fees added after signing.,Neutral,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C457,Auto Sales,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C458,Auto Sales,1,Agent,I want to explain that Refusal to honor warranty.,Serious,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C458,Auto Sales,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C459,Auto Sales,1,Agent,Please note that Honoring vehicle warranty.,Threatening,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C459,Auto Sales,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C460,Auto Sales,1,Agent,I want to explain that Refusal to honor warranty.,Helpful,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C460,Auto Sales,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C461,Auto Sales,1,Agent,I need to inform you that Honoring vehicle warranty.,Neutral,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C461,Auto Sales,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C462,Auto Sales,1,Agent,Our records indicate that Hidden fees added after signing.,Threatening,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C462,Auto Sales,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C463,Auto Sales,1,Agent,Our records indicate that Providing clear price disclosure.,Threatening,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C463,Auto Sales,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C464,Auto Sales,1,Agent,Our records indicate that Hidden fees added after signing.,Neutral,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C464,Auto Sales,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C465,Auto Sales,1,Agent,I need to inform you that Honoring vehicle warranty.,Serious,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C465,Auto Sales,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C466,Auto Sales,1,Agent,I want to explain that Providing clear price disclosure.,Neutral,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C466,Auto Sales,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C467,Auto Sales,1,Agent,I want to explain that Refusal to honor warranty.,Threatening,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C467,Auto Sales,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C468,Auto Sales,1,Agent,"For your information, Refusal to honor warranty.",Helpful,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C468,Auto Sales,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C469,Auto Sales,1,Agent,I want to explain that Providing clear price disclosure.,Serious,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C469,Auto Sales,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C470,Auto Sales,1,Agent,I need to inform you that Refusal to honor warranty.,Helpful,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C470,Auto Sales,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C471,Auto Sales,1,Agent,Please note that Providing clear price disclosure.,Serious,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C471,Auto Sales,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C472,Auto Sales,1,Agent,Please note that Providing clear price disclosure.,Helpful,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C472,Auto Sales,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C473,Auto Sales,1,Agent,Please note that Providing clear price disclosure.,Threatening,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C473,Auto Sales,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C474,Auto Sales,1,Agent,"For your information, Providing clear price disclosure.",Threatening,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C474,Auto Sales,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C475,Auto Sales,1,Agent,Our records indicate that Refusal to honor warranty.,Neutral,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C475,Auto Sales,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C476,Auto Sales,1,Agent,Please note that Refusal to honor warranty.,Helpful,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C476,Auto Sales,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C477,Auto Sales,1,Agent,Our records indicate that Providing clear price disclosure.,Serious,Statement,Consumer Protection,Providing clear price disclosure,No,Low
C477,Auto Sales,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C478,Auto Sales,1,Agent,I want to explain that Honoring vehicle warranty.,Neutral,Statement,Consumer Protection,Honoring vehicle warranty,No,Low
C478,Auto Sales,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C479,Auto Sales,1,Agent,"For your information, Refusal to honor warranty.",Neutral,Statement,Consumer Protection,Refusal to honor warranty,Yes,High
C479,Auto Sales,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C480,Auto Sales,1,Agent,I need to inform you that Hidden fees added after signing.,Serious,Statement,Consumer Protection,Hidden fees added after signing,Yes,High
C480,Auto Sales,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C481,Banking,1,Agent,I need to inform you that Providing privacy notice.,Helpful,Statement,Bank Compliance,Providing privacy notice,No,Low
C481,Banking,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C482,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Helpful,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C482,Banking,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C483,Banking,1,Agent,Please note that Unauthorized sharing of financial data.,Neutral,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C483,Banking,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C484,Banking,1,Agent,I want to explain that Providing privacy notice.,Threatening,Statement,Bank Compliance,Providing privacy notice,No,Low
C484,Banking,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C485,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Neutral,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C485,Banking,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C486,Banking,1,Agent,I want to explain that Misleading interest rate disclosure.,Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C486,Banking,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C487,Banking,1,Agent,I want to explain that Unauthorized sharing of financial data.,Neutral,Statement,Bank Compliance,Unauthorized sharing of financial data,Yes,High
C487,Banking,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C488,Banking,1,Agent,Please note that Misleading interest rate disclosure.,Neutral,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C488,Banking,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C489,Banking,1,Agent,Our records indicate that Explaining loan terms clearly.,Threatening,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C489,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C490,Banking,1,Agent,"For your information, Explaining loan terms clearly.",Serious,Statement,Bank Compliance,Explaining loan terms clearly,No,Low
C490,Banking,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C491,Banking,1,Agent,I want to explain that Misleading interest rate disclosure.,Helpful,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C491,Banking,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C492,Banking,1,Agent,"For your information, Misleading interest rate disclosure.",Neutral,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C492,Banking,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C493,Banking,1,Agent,Our records indicate that Misleading interest rate disclosure.,Neutral,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C493,Banking,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C494,Banking,1,Agent,"For your information, Misleading interest rate disclosure.",Serious,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C494,Banking,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C495,Banking,1,Agent,I need to inform you that Misleading interest rate disclosure.,Serious,Statement,Bank Compliance,Misleading interest rate disclosure,Yes,High
C495,Banking,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C496,Banking,1,Agent,Our records indicate that Providing privacy notice.,Neutral,Statement,Bank Compliance,Providing privacy notice,No,Low
C496,Banking,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
